method,task,regime,split,seed,episodes,success,success_probability,precondition_violation,belief_ece,recovery_success,damage_rate,wasted_action,intervention_cost,data_efficiency_proxy
deterministic_symbolic_tamp,peg_assembly,jamming_ambiguity,unseen_contact,6,84,0.2738,0.3096,0.2612,0.1936,0.1908,0.1095,0.174,0.1339,0.2
deterministic_symbolic_tamp,peg_assembly,jamming_ambiguity,combined_stress,0,84,0.2619,0.2632,0.2942,0.2317,0.1853,0.1217,0.1994,0.1438,0.1889
deterministic_symbolic_tamp,peg_assembly,jamming_ambiguity,combined_stress,1,84,0.1905,0.259,0.2912,0.2251,0.1948,0.1156,0.2108,0.1438,0.1815
deterministic_symbolic_tamp,peg_assembly,jamming_ambiguity,combined_stress,2,84,0.3095,0.2543,0.2971,0.2264,0.194,0.1274,0.1994,0.1438,0.1785
deterministic_symbolic_tamp,peg_assembly,jamming_ambiguity,combined_stress,3,84,0.3214,0.2561,0.2933,0.226,0.1869,0.113,0.201,0.1438,0.1812
deterministic_symbolic_tamp,peg_assembly,jamming_ambiguity,combined_stress,4,84,0.2738,0.2577,0.2957,0.2255,0.189,0.1217,0.1909,0.1438,0.1987
deterministic_symbolic_tamp,peg_assembly,jamming_ambiguity,combined_stress,5,84,0.2857,0.2612,0.2965,0.2285,0.2,0.1137,0.2,0.1438,0.1824
deterministic_symbolic_tamp,peg_assembly,jamming_ambiguity,combined_stress,6,84,0.2976,0.2571,0.2931,0.2275,0.1857,0.1241,0.1971,0.1438,0.1859
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,nominal,0,84,0.381,0.4305,0.1502,0.1185,0.2007,0.0694,0.1432,0.1124,0.2167
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,nominal,1,84,0.4524,0.4371,0.1534,0.1193,0.1932,0.0717,0.1351,0.1124,0.2139
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,nominal,2,84,0.4405,0.4413,0.1444,0.1167,0.2009,0.0631,0.1345,0.1124,0.2301
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,nominal,3,84,0.369,0.4409,0.1579,0.1185,0.2105,0.0651,0.1348,0.1124,0.2205
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,nominal,4,84,0.5238,0.4361,0.1491,0.1194,0.1945,0.072,0.1296,0.1124,0.2136
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,nominal,5,84,0.4405,0.4365,0.1489,0.1145,0.2055,0.0652,0.1329,0.1124,0.2162
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,nominal,6,84,0.4524,0.4416,0.1495,0.1205,0.1828,0.0584,0.1348,0.1124,0.2121
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,seen_shift,0,84,0.3929,0.3918,0.1744,0.1407,0.1919,0.0856,0.1649,0.123,0.2092
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,seen_shift,1,84,0.3214,0.3824,0.172,0.1497,0.2046,0.0818,0.1688,0.123,0.2212
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,seen_shift,2,84,0.4286,0.3811,0.1641,0.1378,0.1848,0.0787,0.1582,0.123,0.2059
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,seen_shift,3,84,0.3214,0.3767,0.171,0.1388,0.2019,0.0837,0.1563,0.123,0.2147
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,seen_shift,4,84,0.5,0.3738,0.1807,0.1472,0.2006,0.0864,0.1628,0.123,0.2305
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,seen_shift,5,84,0.3214,0.3832,0.1788,0.1508,0.1824,0.0812,0.1603,0.123,0.2208
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,seen_shift,6,84,0.4405,0.3843,0.1753,0.1477,0.1859,0.0851,0.1657,0.123,0.2081
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_object,0,84,0.4167,0.3556,0.1949,0.1633,0.2143,0.0873,0.1736,0.1287,0.1835
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_object,1,84,0.3571,0.3508,0.1958,0.166,0.2133,0.0884,0.1715,0.1287,0.215
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_object,2,84,0.3452,0.3443,0.1893,0.1666,0.1941,0.0943,0.1731,0.1287,0.2019
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_object,3,84,0.3095,0.3417,0.1902,0.1687,0.1952,0.0955,0.1692,0.1287,0.201
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_object,4,84,0.369,0.351,0.1941,0.1737,0.2003,0.0963,0.1777,0.1287,0.218
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_object,5,84,0.4167,0.3561,0.1895,0.1664,0.1774,0.0936,0.1684,0.1287,0.2102
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_object,6,84,0.3214,0.3492,0.193,0.1689,0.1843,0.0916,0.1788,0.1287,0.1889
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_contact,0,84,0.2619,0.3131,0.2123,0.1853,0.1813,0.0949,0.1797,0.1331,0.1938
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_contact,1,84,0.3452,0.3346,0.2022,0.1822,0.1835,0.0982,0.1788,0.1331,0.207
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_contact,2,84,0.3929,0.3311,0.1993,0.18,0.1855,0.0967,0.1868,0.1331,0.2062
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_contact,3,84,0.3452,0.3146,0.2031,0.1841,0.1947,0.0958,0.1803,0.1331,0.196
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_contact,4,84,0.2381,0.3388,0.2097,0.1808,0.2065,0.092,0.1779,0.1331,0.1966
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_contact,5,84,0.4048,0.3304,0.2002,0.1839,0.2048,0.0931,0.1773,0.1331,0.2107
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,unseen_contact,6,84,0.3571,0.3346,0.2013,0.1881,0.197,0.1004,0.1879,0.1331,0.2032
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,combined_stress,0,84,0.2381,0.2773,0.2338,0.2152,0.1889,0.1168,0.2015,0.1429,0.1797
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,combined_stress,1,84,0.2857,0.2869,0.2246,0.2235,0.2027,0.105,0.2025,0.1429,0.1851
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,combined_stress,2,84,0.2976,0.2787,0.2253,0.2199,0.1956,0.1095,0.1991,0.1429,0.1942
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,combined_stress,3,84,0.2381,0.2903,0.234,0.2187,0.2023,0.1121,0.1979,0.1429,0.1793
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,combined_stress,4,84,0.2976,0.2845,0.2299,0.227,0.1992,0.1077,0.2109,0.1429,0.1823
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,combined_stress,5,84,0.3214,0.264,0.2309,0.221,0.1795,0.1005,0.2111,0.1429,0.1816
deterministic_symbolic_tamp,peg_assembly,release_uncertainty,combined_stress,6,84,0.3095,0.2855,0.2233,0.2175,0.1842,0.1094,0.2069,0.1429,0.1942
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,nominal,0,84,0.5,0.3918,0.2221,0.128,0.1877,0.0814,0.1634,0.1145,0.2137
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,nominal,1,84,0.4286,0.3774,0.2113,0.1359,0.1972,0.0775,0.1655,0.1145,0.2275
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,nominal,2,84,0.4405,0.3935,0.2207,0.1323,0.195,0.0803,0.1593,0.1145,0.2242
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,nominal,3,84,0.3571,0.3826,0.2175,0.1264,0.2021,0.0777,0.1531,0.1145,0.2224
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,nominal,4,84,0.4405,0.3866,0.2156,0.1348,0.1899,0.0789,0.1611,0.1145,0.2303
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,nominal,5,84,0.4167,0.3777,0.2229,0.1328,0.19,0.0826,0.1572,0.1145,0.2104
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,nominal,6,84,0.3333,0.3977,0.2186,0.1313,0.1854,0.0858,0.155,0.1145,0.2165
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,seen_shift,0,84,0.381,0.3205,0.25,0.1717,0.1858,0.0949,0.1836,0.1256,0.1994
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,seen_shift,1,84,0.3214,0.3396,0.2481,0.165,0.1984,0.0948,0.183,0.1256,0.2006
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,seen_shift,2,84,0.3333,0.3207,0.2595,0.1642,0.1995,0.0927,0.1823,0.1256,0.2035
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,seen_shift,3,84,0.369,0.3178,0.2554,0.1647,0.203,0.1005,0.1892,0.1256,0.2057
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,seen_shift,4,84,0.3333,0.3221,0.2518,0.164,0.1847,0.1013,0.1911,0.1256,0.2185
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,seen_shift,5,84,0.3929,0.3228,0.2587,0.1585,0.2036,0.1026,0.1803,0.1256,0.2191
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,seen_shift,6,84,0.4762,0.3291,0.2586,0.1674,0.2035,0.1026,0.187,0.1256,0.214
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_object,0,84,0.2857,0.2722,0.2863,0.1833,0.1842,0.1096,0.2141,0.1315,0.2024
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_object,1,84,0.2262,0.2775,0.2962,0.1818,0.1916,0.1058,0.2089,0.1315,0.2051
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_object,2,84,0.131,0.2661,0.2966,0.1836,0.1542,0.1097,0.2091,0.1315,0.2148
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_object,3,84,0.2738,0.2766,0.2882,0.1836,0.1964,0.1154,0.2082,0.1315,0.2047
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_object,4,84,0.2262,0.2808,0.2928,0.1863,0.1891,0.1067,0.2131,0.1315,0.2162
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_object,5,84,0.3452,0.2704,0.2932,0.1834,0.1855,0.1088,0.214,0.1315,0.1953
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_object,6,84,0.2619,0.2879,0.2811,0.1867,0.1791,0.1096,0.2148,0.1315,0.2069
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_contact,0,84,0.1667,0.2478,0.3064,0.207,0.1907,0.1188,0.2158,0.1362,0.1781
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_contact,1,84,0.2381,0.2532,0.2945,0.2065,0.1825,0.1132,0.209,0.1362,0.1945
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_contact,2,84,0.25,0.2432,0.2972,0.2013,0.1849,0.1248,0.2233,0.1362,0.2068
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_contact,3,84,0.2024,0.2565,0.3028,0.2092,0.1656,0.122,0.2098,0.1362,0.1922
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_contact,4,84,0.2381,0.2475,0.3085,0.1977,0.1748,0.1173,0.2127,0.1362,0.1915
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_contact,5,84,0.1905,0.2551,0.3113,0.21,0.2053,0.1184,0.2228,0.1362,0.2047
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,unseen_contact,6,84,0.2976,0.2532,0.3035,0.2112,0.1935,0.124,0.214,0.1362,0.1935
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,combined_stress,0,84,0.1429,0.1909,0.3412,0.2507,0.1894,0.1318,0.2489,0.1466,0.1802
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,combined_stress,1,84,0.2143,0.1834,0.3445,0.2488,0.2015,0.1445,0.2429,0.1466,0.1874
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,combined_stress,2,84,0.2262,0.1901,0.3476,0.2404,0.1753,0.1289,0.2491,0.1466,0.1837
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,combined_stress,3,84,0.2381,0.1859,0.3367,0.2389,0.175,0.1359,0.2459,0.1466,0.1791
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,combined_stress,4,84,0.2143,0.188,0.3423,0.2496,0.1884,0.134,0.2486,0.1466,0.1911
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,combined_stress,5,84,0.1786,0.1801,0.3451,0.2437,0.177,0.1367,0.2439,0.1466,0.1938
deterministic_symbolic_tamp,peg_assembly,combined_contact_uncertainty,combined_stress,6,84,0.2381,0.1772,0.3406,0.2422,0.1731,0.1313,0.2477,0.1466,0.181
deterministic_symbolic_tamp,drawer_retrieval,nominal,nominal,0,84,0.6429,0.5611,0.0623,0.0621,0.197,0.0374,0.0528,0.1038,0.2264
deterministic_symbolic_tamp,drawer_retrieval,nominal,nominal,1,84,0.5952,0.543,0.0727,0.0689,0.209,0.0385,0.0587,0.1038,0.2065
deterministic_symbolic_tamp,drawer_retrieval,nominal,nominal,2,84,0.5357,0.5402,0.0719,0.0654,0.2121,0.0411,0.0519,0.1038,0.2256
deterministic_symbolic_tamp,drawer_retrieval,nominal,nominal,3,84,0.4762,0.5558,0.0581,0.0644,0.1927,0.0396,0.0484,0.1038,0.2167
deterministic_symbolic_tamp,drawer_retrieval,nominal,nominal,4,84,0.5595,0.5407,0.0723,0.054,0.1942,0.0359,0.0541,0.1038,0.2036
deterministic_symbolic_tamp,drawer_retrieval,nominal,nominal,5,84,0.5357,0.5517,0.0628,0.0675,0.188,0.0349,0.0531,0.1038,0.2243
deterministic_symbolic_tamp,drawer_retrieval,nominal,nominal,6,84,0.5595,0.5494,0.0651,0.0667,0.2103,0.0359,0.0495,0.1038,0.225
deterministic_symbolic_tamp,drawer_retrieval,nominal,seen_shift,0,84,0.5238,0.5151,0.0783,0.0751,0.2102,0.0478,0.056,0.1125,0.2025
deterministic_symbolic_tamp,drawer_retrieval,nominal,seen_shift,1,84,0.4286,0.5199,0.0754,0.0738,0.2194,0.0548,0.0555,0.1125,0.2142
deterministic_symbolic_tamp,drawer_retrieval,nominal,seen_shift,2,84,0.4762,0.5201,0.0656,0.0831,0.1996,0.0467,0.0687,0.1125,0.2163
deterministic_symbolic_tamp,drawer_retrieval,nominal,seen_shift,3,84,0.5833,0.5261,0.0741,0.0804,0.2033,0.0517,0.0591,0.1125,0.2216
deterministic_symbolic_tamp,drawer_retrieval,nominal,seen_shift,4,84,0.4048,0.5195,0.0749,0.0806,0.1983,0.0518,0.0576,0.1125,0.2091
deterministic_symbolic_tamp,drawer_retrieval,nominal,seen_shift,5,84,0.5357,0.5217,0.0787,0.0811,0.1888,0.0396,0.0596,0.1125,0.1899
deterministic_symbolic_tamp,drawer_retrieval,nominal,seen_shift,6,84,0.4881,0.5132,0.0707,0.0823,0.1968,0.0521,0.0539,0.1125,0.1975
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_object,0,84,0.5,0.4984,0.0686,0.0901,0.2029,0.0568,0.0673,0.117,0.193
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_object,1,84,0.5119,0.5075,0.0806,0.0977,0.2098,0.0517,0.0568,0.117,0.1931
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_object,2,84,0.4762,0.4987,0.0749,0.092,0.2159,0.0564,0.0598,0.117,0.1986
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_object,3,84,0.5595,0.493,0.0758,0.0954,0.1938,0.05,0.0576,0.117,0.2086
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_object,4,84,0.4286,0.4928,0.0767,0.0886,0.2053,0.0527,0.054,0.117,0.1892
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_object,5,84,0.4405,0.4977,0.0729,0.0926,0.2054,0.0523,0.0598,0.117,0.2094
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_object,6,84,0.619,0.5026,0.0747,0.0896,0.1923,0.0533,0.054,0.117,0.1869
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_contact,0,84,0.6548,0.4987,0.0767,0.1061,0.2328,0.0563,0.0629,0.1202,0.1946
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_contact,1,84,0.4643,0.4923,0.0832,0.1045,0.2037,0.0508,0.0629,0.1202,0.2013
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_contact,2,84,0.5595,0.4895,0.0818,0.1003,0.1966,0.056,0.0651,0.1202,0.1964
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_contact,3,84,0.3929,0.481,0.0754,0.1091,0.2278,0.0522,0.0582,0.1202,0.2085
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_contact,4,84,0.381,0.4771,0.0835,0.1073,0.1926,0.0602,0.0681,0.1202,0.1835
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_contact,5,84,0.5357,0.4988,0.072,0.1022,0.2051,0.0552,0.0591,0.1202,0.1885
deterministic_symbolic_tamp,drawer_retrieval,nominal,unseen_contact,6,84,0.4286,0.4955,0.0868,0.1032,0.1884,0.0556,0.053,0.1202,0.1942
deterministic_symbolic_tamp,drawer_retrieval,nominal,combined_stress,0,84,0.5238,0.4674,0.0915,0.123,0.2139,0.0606,0.0521,0.1278,0.1809
deterministic_symbolic_tamp,drawer_retrieval,nominal,combined_stress,1,84,0.4048,0.4546,0.0853,0.1318,0.2037,0.0615,0.0622,0.1278,0.1739
deterministic_symbolic_tamp,drawer_retrieval,nominal,combined_stress,2,84,0.4286,0.464,0.0789,0.1265,0.1992,0.0611,0.0653,0.1278,0.1928
deterministic_symbolic_tamp,drawer_retrieval,nominal,combined_stress,3,84,0.5714,0.4726,0.0871,0.121,0.2033,0.0613,0.0538,0.1278,0.1758
deterministic_symbolic_tamp,drawer_retrieval,nominal,combined_stress,4,84,0.4762,0.4663,0.084,0.1338,0.212,0.0663,0.0649,0.1278,0.1854
deterministic_symbolic_tamp,drawer_retrieval,nominal,combined_stress,5,84,0.4762,0.4563,0.0859,0.126,0.1936,0.0604,0.0762,0.1278,0.1811
deterministic_symbolic_tamp,drawer_retrieval,nominal,combined_stress,6,84,0.369,0.4408,0.084,0.1274,0.2049,0.066,0.0648,0.1278,0.186
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,nominal,0,84,0.4167,0.4807,0.1653,0.1084,0.2052,0.0552,0.1041,0.1116,0.2095
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,nominal,1,84,0.5357,0.4873,0.164,0.115,0.1947,0.0613,0.0983,0.1116,0.2128
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,nominal,2,84,0.4286,0.4758,0.1602,0.108,0.1944,0.049,0.0893,0.1116,0.2198
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,nominal,3,84,0.3929,0.459,0.1603,0.1116,0.2192,0.0586,0.1048,0.1116,0.2189
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,nominal,4,84,0.5119,0.4796,0.1573,0.1173,0.2027,0.0569,0.096,0.1116,0.2228
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,nominal,5,84,0.5714,0.4729,0.1446,0.1161,0.19,0.0521,0.1055,0.1116,0.2238
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,nominal,6,84,0.4881,0.4872,0.1576,0.1124,0.204,0.0565,0.096,0.1116,0.2344
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,seen_shift,0,84,0.4167,0.4214,0.1768,0.139,0.2108,0.0673,0.1197,0.1221,0.2067
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,seen_shift,1,84,0.5238,0.4387,0.1869,0.1386,0.1977,0.0656,0.1156,0.1221,0.2034
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,seen_shift,2,84,0.4762,0.4309,0.1798,0.1443,0.2037,0.0647,0.1133,0.1221,0.2058
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,seen_shift,3,84,0.3571,0.4241,0.1788,0.1385,0.2067,0.06,0.116,0.1221,0.2165
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,seen_shift,4,84,0.4643,0.4265,0.1784,0.1457,0.2042,0.0623,0.1168,0.1221,0.1994
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,seen_shift,5,84,0.381,0.4296,0.1752,0.1479,0.2024,0.0635,0.1167,0.1221,0.2015
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,seen_shift,6,84,0.4286,0.4298,0.1791,0.1463,0.2124,0.0618,0.1149,0.1221,0.2218
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_object,0,84,0.4048,0.3957,0.197,0.1664,0.2001,0.0684,0.1245,0.1276,0.2112
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_object,1,84,0.4286,0.398,0.1958,0.1576,0.1865,0.0768,0.1182,0.1276,0.1902
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_object,2,84,0.4048,0.3899,0.1977,0.1674,0.2054,0.0759,0.1286,0.1276,0.1985
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_object,3,84,0.4286,0.4128,0.203,0.161,0.1877,0.0668,0.1247,0.1276,0.2038
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_object,4,84,0.3929,0.3983,0.2057,0.1618,0.1963,0.0691,0.131,0.1276,0.186
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_object,5,84,0.4167,0.3956,0.202,0.1636,0.2009,0.0759,0.1137,0.1276,0.2
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_object,6,84,0.4167,0.3972,0.2004,0.1596,0.2008,0.0727,0.1168,0.1276,0.2047
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_contact,0,84,0.369,0.3705,0.2105,0.1764,0.2008,0.0748,0.1295,0.1319,0.211
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_contact,1,84,0.3333,0.3732,0.222,0.1771,0.1881,0.0776,0.1364,0.1319,0.1869
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_contact,2,84,0.369,0.3556,0.2226,0.1794,0.1805,0.0794,0.1263,0.1319,0.1948
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_contact,3,84,0.4167,0.3736,0.222,0.1752,0.1911,0.0767,0.1336,0.1319,0.1869
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_contact,4,84,0.381,0.3691,0.2168,0.1854,0.2069,0.0847,0.1394,0.1319,0.1838
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_contact,5,84,0.3929,0.3831,0.2212,0.1786,0.1816,0.0842,0.1348,0.1319,0.1962
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,unseen_contact,6,84,0.4048,0.3798,0.2193,0.1894,0.1954,0.0765,0.1355,0.1319,0.1977
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,combined_stress,0,84,0.3452,0.325,0.2462,0.2052,0.2028,0.0831,0.1451,0.1415,0.1908
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,combined_stress,1,84,0.2619,0.3285,0.251,0.2098,0.1882,0.0857,0.153,0.1415,0.1851
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,combined_stress,2,84,0.2976,0.3335,0.2351,0.2087,0.2046,0.0842,0.1527,0.1415,0.1824
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,combined_stress,3,84,0.3571,0.3325,0.2491,0.2055,0.1886,0.0972,0.1413,0.1415,0.181
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,combined_stress,4,84,0.3571,0.3383,0.2419,0.2124,0.1808,0.0891,0.1471,0.1415,0.1886
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,combined_stress,5,84,0.4405,0.3369,0.2438,0.2061,0.1815,0.0894,0.1399,0.1415,0.1924
deterministic_symbolic_tamp,drawer_retrieval,hidden_friction,combined_stress,6,84,0.3214,0.3325,0.2438,0.2051,0.1823,0.0883,0.1483,0.1415,0.1832
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,nominal,0,84,0.5476,0.4795,0.1506,0.1161,0.1938,0.056,0.1074,0.1121,0.2206
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,nominal,1,84,0.5357,0.4818,0.1492,0.1189,0.2081,0.0573,0.1137,0.1121,0.2121
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,nominal,2,84,0.5476,0.4807,0.1489,0.114,0.2091,0.0628,0.1028,0.1121,0.2236
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,nominal,3,84,0.5952,0.4914,0.1407,0.1205,0.2047,0.0533,0.1189,0.1121,0.2294
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,nominal,4,84,0.4405,0.4943,0.1508,0.1245,0.2005,0.0539,0.1078,0.1121,0.2249
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,nominal,5,84,0.5714,0.4868,0.151,0.1181,0.1931,0.0545,0.1084,0.1121,0.2108
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,nominal,6,84,0.4881,0.4851,0.1512,0.121,0.212,0.06,0.1176,0.1121,0.2124
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,seen_shift,0,84,0.4762,0.4428,0.1715,0.1465,0.2087,0.0663,0.1165,0.1227,0.1928
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,seen_shift,1,84,0.4167,0.4347,0.1715,0.1498,0.2038,0.0675,0.1309,0.1227,0.2138
deterministic_symbolic_tamp,drawer_retrieval,pose_ambiguity,seen_shift,2,84,0.4286,0.4459,0.1748,0.1527,0.2021,0.0762,0.1296,0.1227,0.2018
